name,facility_type,lat,lon,osm_id,osm_type
Navos West Seattle Campus,hospital,47.534445,-122.366224,356551783,node
The Seattle Facial Plastic Surgery Center,hospital,47.6091703,-122.3242052,9525009816,node
VA Medical Center - Seattle,hospital,47.5630065,-122.3082632,53615315,way
Swedish Medical Center Ballard Campus,hospital,47.6675911,-122.3802424,292245531,way
Kaiser Permanente Capitol Hill Campus,hospital,47.6199564,-122.3120786,297300958,way
Virginia Mason Hospital & Seattle Medical Center,hospital,47.6100706,-122.3278853,297302349,way
Swedish First Hill Medical Center,hospital,47.6086102,-122.3222589,333369584,way
Overlake Medical Center,hospital,47.6209671,-122.1869413,391949890,way
EvergreenHealth Kirkland,hospital,47.7153387,-122.1783439,485040439,way
Fairfax Hospital,hospital,47.719426,-122.2046766,485042186,way
Cascade Behavioral Health,hospital,47.487416,-122.2957506,485149429,way
Schick Shadel Hospital,hospital,47.4945774,-122.3506862,485155451,way
Eastside Therapeutic Resource,hospital,47.6684163,-122.1957553,606899516,way
Swedish Medical Center Cherry Hill Campus,hospital,47.6071124,-122.310904,1066764914,way
hospital facility,hospital,47.7148641,-122.3372123,1255971088,way
C-Wing,hospital,47.7147962,-122.3377343,1379407233,way
Seattle Children's Hospital,hospital,47.663096,-122.2829494,7528363,relation
Will Rogers Wiley Post Memorial Seaplane Base,aerodrome,47.5005893,-122.218066,369034414,node
Seattle Seaplane Base,aerodrome,47.6319714,-122.327634,369034474,node
Kenmore Air Seaplane Terminal,aerodrome,47.6283095,-122.339185,985938850,node
Seaplane Scenics at Carillon Point Seaplane Base,aerodrome,47.6599868,-122.2096996,8226921140,node
Seattle-Tacoma International Airport,aerodrome,47.4474579,-122.3083543,50898115,way
Kenmore Air Harbor Seaplane Base,aerodrome,47.7571204,-122.2579166,369168334,way
Renton Municipal Airport,aerodrome,47.4928298,-122.2146325,660420771,way
Boeing Field,aerodrome,47.5297822,-122.3034331,537472,relation
fire_station facility,fire_station,47.7564327,-122.1592104,293832246,node
Seattle City Fire Station Number 16,fire_station,47.67913,-122.32322,366028265,node
Seattle City Fire Station Number 18,fire_station,47.6683895,-122.3773838,366028269,node
Seattle City Fire Station Number 35,fire_station,47.6932941,-122.3771241,366028364,node
Fire Headquarters - Station 91,fire_station,47.5828466,-122.2331427,703816644,node
Seattle Fire Department,fire_station,47.5998689,-122.331918,2351712246,node
Fire Station 31,fire_station,47.7053575,-122.340929,11593082171,node
Fire Station 30,fire_station,47.5755836,-122.2948393,4712941,way
Fire Station No.10,fire_station,47.6012037,-122.328507,26421087,way
Bellevue Fire Station One,fire_station,47.6031158,-122.200839,30071436,way
Bellevue Fire Station #7,fire_station,47.6037805,-122.1813495,32359925,way
Seattle City Fire Station Number 41,fire_station,47.6401242,-122.4005088,38654607,way
Lake Forest Park - Station #57,fire_station,47.7525983,-122.2815968,75498231,way
fire_station facility,fire_station,47.7212841,-122.2972994,85632065,way
Seattle Fire Station No. 17,fire_station,47.6652875,-122.3167013,99765600,way
fire_station facility,fire_station,47.5417964,-122.2239362,111733415,way
Fire Station #39,fire_station,47.7213222,-122.2973315,124955232,way
Renton Fire Department Station No. 11,fire_station,47.4808309,-122.2033599,160037605,way
Seattle City Fire Station Number 25,fire_station,47.6155618,-122.3151464,160553204,way
Seattle City Fire Station Number 24,fire_station,47.7230108,-122.3538229,219479238,way
Fire Station 38,fire_station,47.6687373,-122.2845054,220817651,way
Seattle City Fire Station Number 40,fire_station,47.6967803,-122.2909259,221155714,way
Seattle City Fire Station Number 21,fire_station,47.6820424,-122.3549924,222408413,way
Bellevue Fire Station #5,fire_station,47.6317155,-122.2115882,223755234,way
Seattle City Fire Station Number 26,fire_station,47.5267097,-122.3223949,224021576,way
Fire Station 34,fire_station,47.6259909,-122.2912766,224066270,way
Seattle City Fire Station Number 8,fire_station,47.6311632,-122.3549912,226129395,way
Seattle Fire Station 14,fire_station,47.5746237,-122.328545,226181071,way
Seattle Fire Station #13,fire_station,47.5716968,-122.3087244,228728572,way
Seattle Fire Department Station #6,fire_station,47.5989927,-122.297776,228737166,way
Seattle City Fire Station Number 36,fire_station,47.5710416,-122.3617155,228915096,way
Fire Station 11,fire_station,47.5339541,-122.3547351,231276908,way
Georgetown Fire Station,fire_station,47.5396405,-122.3199209,231289048,way
Seattle Fire Station #5,fire_station,47.6036461,-122.3387811,232088563,way
Seattle City Fire Station Number 28,fire_station,47.548618,-122.2763745,234837701,way
Seattle City Fire Station Number 33,fire_station,47.5158909,-122.2686637,236667430,way
Northshore Fire District HQ - Station 51,fire_station,47.759507,-122.2444014,297779972,way
Shoreline Fire Department Station #61 - Training & Support Facility,fire_station,47.7566539,-122.3464625,309273891,way
Fire Station 25,fire_station,47.7087994,-122.2385939,326100745,way
