name,facility_type,lat,lon,osm_id,osm_type
Cornerstone Hospital Houston – Bellaire,hospital,29.70801,-95.47327,356815851,node
Plaza Specialty Hospital,hospital,29.7233769,-95.386876,356816038,node
Texas Heart Institute - Denton A. Cooley Building,hospital,29.7079305,-95.399419,1975596439,node
River Oaks Hospitals And Clinics,hospital,29.731067,-95.4450385,10916990784,node
First Surgical Hospital,hospital,29.7099774,-95.4626713,10917045362,node
Advanced STD Testing & Treatment Clinic,hospital,29.7166333,-95.4937774,13165119335,node
hospital facility,hospital,29.8140551,-95.3982031,13290749148,node
"Leo Lapuerta, MD",hospital,29.7469039,-95.3659522,13604596770,node
Ben Taub General Hospital,hospital,29.7105962,-95.3934982,43035587,way
Children's Memorial Hermann Hospital,hospital,29.7138432,-95.3954909,51812681,way
University of Texas MD Anderson Cancer Center,hospital,29.7076733,-95.3974081,51815686,way
The Woman's Hospital of Texas,hospital,29.6932971,-95.4026925,129131939,way
Memorial Hermann Memorial City Medical Center,hospital,29.7814756,-95.5466859,200166165,way
Kindred Hospital Houston Medical Center,hospital,29.7129629,-95.3990926,207815845,way
US Pain & Spine Hospital,hospital,29.7241882,-95.3840172,229203752,way
Memorial Hermann Greater Heights Hospital,hospital,29.8104963,-95.4313193,267238505,way
Riverside General Hospital,hospital,29.7306741,-95.3612931,375100458,way
Saint Joseph Medical Center,hospital,29.7478958,-95.3659559,375963174,way
Shriners Hospitals for Children — Houston,hospital,29.7043796,-95.4056703,426628324,way
UTHealth Harris County Psychiatric Center,hospital,29.7120613,-95.3746382,520346693,way
Pine Valley Specialty Hospital,hospital,29.6940458,-95.3160198,567578323,way
Quentin Mease Hospital,hospital,29.711557,-95.3595028,567588337,way
Park Plaza Hospital,hospital,29.7234328,-95.3873693,567613307,way
Baylor College of Medicine McNair Campus,hospital,29.6995696,-95.3943125,567813747,way
Michael E. DeBakey VA Medical Center,hospital,29.7021663,-95.3889117,567813753,way
Sun Behavioral Houston,hospital,29.6926913,-95.3985009,567855233,way
Texas Orthopedic Hospital,hospital,29.7001799,-95.4090954,567866262,way
Memorial Hermann Southwest Hospital,hospital,29.6938465,-95.5224822,567983582,way
Kindred Hospital The Heights,hospital,29.8091808,-95.4308779,568016147,way
Saint Joseph's Medical Center,hospital,29.8033949,-95.4043125,568022244,way
Lyndon B. Johnson General Hospital,hospital,29.8116507,-95.3130613,568037942,way
Houston Methodist Hospital,hospital,29.7109151,-95.3994383,597306771,way
