facility_type,lon,lat,name
hospital,-93.2226202,30.2050534,Extended Care Of Southwest Louisiana
hospital,-93.2470628,30.1406178,Lake Charles Memorial Hospital For Women
hospital,-93.2503702,30.1903784,Avail Hospital Lake Charles
hospital,-93.222959,30.1764601,Oceans Behavioral Hospital Of Lake Charles
hospital,-93.1980827,30.204224,Lake Charles Memorial Hospital
hospital,-93.2507482,30.1811676,Lake Area Medical Center
hospital,-93.2273564,30.2159176,CHRISTUS Saint Patrick Hospital
hospital,-93.368948,30.2290343,West Calcasieu Cameron Hospital
aerodrome,-93.1427849,30.1375856,Open A-1 Ranch Airport
aerodrome,-93.0884847,30.2293734,Morgan Crop Service Airport
aerodrome,-93.1351548,30.2546084,Chloe Airport
aerodrome,-93.1449929,30.2108979,Chennault International Airport
aerodrome,-93.2598091,30.2076284,L Auberge Du Lac Hotel Seaplane Base
aerodrome,-93.1626316,30.2265516,Louisiana State Police Troop D Heliport
aerodrome,-93.222826,30.1230587,Lake Charles Regional Airport
aerodrome,-93.3760704,30.1308005,Southland Field
power_plant,-93.281306,30.2249847,PPG Powerhouse A
power_plant,-93.2933413,30.2849623,Roy S. Nelson Generating Plant
power_plant,-93.3453269,30.1597468,Calcasieu Power Station
power_plant,-93.2896838,30.2709678,Lake Charles Power
power_plant,-93.2806851,30.2215337,PPG Powerhouse B
power_plant,-93.2947732,30.2256031,PPG Powerhouse C
power_plant,-93.2938677,30.2264655,PPG Plant C Caustic Cogen
power_plant,-93.2830309,30.2214157,RS Cogen
power_plant,-93.3219444,30.19661,Lake Charles Polymers Cogen
power_plant,-93.1680374,30.3314456,
police,-93.2191424,30.2266202,Calcasieu Parish Sheriff's Office
police,-93.2093494,30.3009942,Calcasieu Parish Sheriff's Office Moss Bluff Law Enforcement Center
police,-93.1519748,30.2098518,Calcasieu Parish Sheriff's Office - Training
police,-93.1948407,30.2345582,Lake Charles Police Service Center
police,-93.2181462,30.1754522,Lake Charles Police Service Center
police,-93.2128318,30.1283213,Calcasieu Parish Sheriff's Office South Lake Charles Law Enforcement Center
police,-93.1316651,30.2328786,Calcasieu Parish Sheriff's Office - Youth
police,-93.1414128,30.2258143,Calcasieu Parish Sheriff's Office - Prison
police,-93.1412809,30.2270962,Calcasieu Parish Sheriff's Office
police,-93.1410725,30.2270961,Calcasieu Parish Sheriff's Office
police,-93.3737116,30.1320082,Calcasieu Parish Sheriff's Office Carlyss Law Enforcement Center
police,-93.1896297,30.2492345,Calcasieu Parish Sheriff's Office North Lake Charles Law Enforcement Center
police,-93.2669457,30.2626468,Westlake Police Department
police,-93.1626838,30.2265451,Louisiana State Police Troop D
police,-93.2048279,30.2265834,Lake Charles Police Department
police,-93.3603875,30.230785,Calcasieu Parish Sheriff's Office Sulphur Law Enforcement Center
police,-93.3709529,30.2345008,Sulphur City Marshal's Office
police,-93.3767258,30.2430991,Sulphur Police Department
substation,-93.2877939,30.2828533,
substation,-93.233906,30.32954,Moss Bluff Substation
substation,-93.2959309,30.2819975,
substation,-93.2904798,30.2823412,
substation,-93.2008409,30.3308244,Gillis Substation
